Date,Type,Name,Start,End,Duration
7/1/18,place,Unknown,2018-07-01T00:00:00-07:00,2018-07-01T09:11:02-07:00,33062
7/1/18,move,transport,2018-07-01T09:11:02-07:00,2018-07-01T09:20:05-07:00,543
7/1/18,place,Unknown,2018-07-01T09:20:06-07:00,2018-07-01T15:41:57-07:00,22911
7/1/18,move,transport,2018-07-01T15:41:57-07:00,2018-07-01T16:32:53-07:00,3056
7/1/18,place,Unknown,2018-07-01T16:32:54-07:00,2018-07-01T17:05:49-07:00,1975
7/1/18,move,transport,2018-07-01T17:05:49-07:00,2018-07-01T17:30:57-07:00,1508
7/1/18,place,Unknown,2018-07-01T17:30:58-07:00,2018-07-01T17:37:27-07:00,389
7/1/18,move,walking,2018-07-01T17:37:27-07:00,2018-07-01T17:44:51-07:00,444
7/1/18,place,Unknown,2018-07-01T17:44:52-07:00,2018-07-01T17:50:10-07:00,318
7/1/18,move,walking,2018-07-01T17:50:10-07:00,2018-07-01T18:01:32-07:00,682
7/1/18,place,Unknown,2018-07-01T18:01:33-07:00,2018-07-01T18:10:21-07:00,528
7/1/18,move,walking,2018-07-01T18:10:21-07:00,2018-07-01T18:23:49-07:00,808
7/1/18,place,Unknown,2018-07-01T18:23:50-07:00,2018-07-01T18:35:38-07:00,708
7/1/18,move,transport,2018-07-01T18:35:38-07:00,2018-07-01T19:24:12-07:00,2914
7/1/18,place,Unknown,2018-07-01T19:24:13-07:00,2018-07-01T20:18:04-07:00,3231
7/1/18,place,Unknown,2018-07-01T20:18:05-07:00,2018-07-01T21:09:19-07:00,3074
7/1/18,place,Unknown,2018-07-01T22:02:43-07:00,2018-07-01T22:04:51-07:00,128
7/1/18,move,transport,2018-07-01T22:04:51-07:00,2018-07-01T22:18:16-07:00,805
7/1/18,place,Unknown,2018-07-01T22:18:17-07:00,2018-07-02T00:00:00-07:00,6103
